# This file is generated on 06-Dec-2021 at 12:09:09 and contains for each site, each satellite, frequency:
# att_cld = attenuation due to clouds (dB); liq_cont = liquid water content (g/m^3).
# All parameters are computed by: ITU-R P.840-4 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Ljubljana 75GHz (Lat = 4.6040e+01 deg, Lon = 1.4512e+01 deg, Alt = 2.9800e-01 km)
# Stored values are organised as follow:
Site_number,Satellite_number,Frequency_GHz,Elevation_angle_deg,Elevation_probability,Time_exceeded_%,liq_cont_g_m3,att_cld_dB
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 6.2415e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 6.2415e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 6.2415e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 6.2415e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 6.2415e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 6.0188e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 5.6205e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 5.2654e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 4.8154e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 4.3610e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.7464e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 3.1210e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.4838e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.8704e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.3958e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 7.9125e-01
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.8921e-01
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 6.7964e-02
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.9037e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.9037e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.9037e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.9037e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.9037e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 5.6930e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 5.3162e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.9804e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 4.5548e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 4.1250e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.5437e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.9521e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.3494e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.7692e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.3203e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 7.4842e-01
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.7355e-01
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 6.4285e-02
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.6413e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.6413e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.6413e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.6413e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.6413e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 5.4400e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 5.0800e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.7591e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 4.3523e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 3.9417e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.3862e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.8208e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.2450e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.6905e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.2616e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 7.1516e-01
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.6139e-01
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 6.1428e-02
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.4409e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.4409e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.4409e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.4409e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.4409e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 5.2467e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 4.8995e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.5900e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 4.1977e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 3.8016e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.2659e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.7206e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.1652e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.6305e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.2168e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 6.8975e-01
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.5211e-01
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 5.9246e-02
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.2931e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.2931e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.2931e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.2931e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.2931e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 5.1042e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 4.7664e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.4653e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 4.0837e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 3.6984e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.1772e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.6467e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.1064e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.5862e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.1837e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 6.7102e-01
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.4526e-01
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 5.7637e-02
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.1916e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.1916e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.1916e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.1916e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.1916e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 5.0064e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 4.6750e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.3797e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 4.0054e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 3.6275e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.1162e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.5960e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.0660e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.5558e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.1610e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 6.5815e-01
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.4056e-01
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 5.6531e-02
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.1323e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.1323e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.1323e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.1323e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.1323e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 4.9491e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 4.6216e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.3297e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 3.9596e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 3.5860e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.0806e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.5663e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.0424e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.5380e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.1478e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 6.5063e-01
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.3781e-01
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 5.5885e-02
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.1198e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.1198e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.1198e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.1198e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.1198e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 4.9371e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 4.6103e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.3191e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 3.9500e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 3.5773e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.0731e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.5601e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.0374e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.5343e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.1450e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 6.4904e-01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.3723e-01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 5.5749e-02
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.1135e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.1135e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.1135e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.1135e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.1135e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 4.9311e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 4.6047e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.3138e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 3.9452e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 3.5729e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.0694e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.5569e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.0349e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.5324e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.1436e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 6.4825e-01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.3694e-01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 5.5681e-02
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.0000e-02, 1.4469e+00, 5.1128e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.6000e-02, 1.4469e+00, 5.1128e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 2.7000e-02, 1.4469e+00, 5.1128e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 4.5000e-02, 1.4469e+00, 5.1128e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 7.7000e-02, 1.4469e+00, 5.1128e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.3000e-01, 1.3952e+00, 4.9303e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 2.1000e-01, 1.3029e+00, 4.6040e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 3.5000e-01, 1.2206e+00, 4.3132e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 6.0000e-01, 1.1163e+00, 3.9446e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 9.5000e-01, 1.0109e+00, 3.5724e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.7000e+00, 8.6847e-01, 3.0689e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 3.0000e+00, 7.2348e-01, 2.5566e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 5.1000e+00, 5.7578e-01, 2.0346e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 8.3000e+00, 4.3358e-01, 1.5322e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.2000e+01, 3.2357e-01, 1.1434e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.9000e+01, 1.8342e-01, 6.4815e-01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 3.0000e+01, 6.7042e-02, 2.3690e-01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 4.5000e+01, 1.5755e-02, 5.5673e-02
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 6.0000e+01, 0.0000e+00, 0.0000e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 9.8000e+01, 0.0000e+00, 0.0000e+00
